ensembl_gene_id	hgnc_symbol	band	chromosome_name	start_position	end_position	gene_biotype	strand
ENSG00000181222	POLR2A	p13.1	17	7387685	7417933	protein_coding	1
ENSG00000077721	UBE2A	q24	X	118708501	118718381	protein_coding	1
ENSG00000114654	EFCC1	q21.3	3	128720472	128759585	protein_coding	1
ENSG00000023839	ABCC2	q24.2	10	101542489	101611949	protein_coding	1
ENSG00000169704	GP9	q21.3	3	128779610	128781249	protein_coding	1
ENSG00000102878	HSF4	q22.1	16	67197288	67203848	protein_coding	1
ENSG00000124107	SLPI	q13.12	20	43880880	43883205	protein_coding	-1
ENSG00000178772	CPN2	q29	3	194060494	194072057	protein_coding	-1
ENSG00000187416	LHFPL3	q22.2	7	103969104	104549001	protein_coding	1
ENSG00000172780	RAB43	q21.3	3	128806412	128841644	protein_coding	-1
ENSG00000042429	MED17	q21	11	93517393	93547861	protein_coding	1
ENSG00000091542	ALKBH5	p11.2	17	18086392	18113268	protein_coding	1
ENSG00000172061	LRRC15	q29	3	194075976	194090472	protein_coding	-1
ENSG00000214376	VSTM5	q21	11	93551398	93583697	protein_coding	-1
ENSG00000133740	E2F5	q21.2	8	86089460	86129387	protein_coding	1
ENSG00000131899	LLGL1	p11.2	17	18128901	18148189	protein_coding	1
ENSG00000106635	BCL7B	q11.23	7	72950686	72972332	protein_coding	-1
ENSG00000124159	MATN4	q13.12	20	43922085	43937169	protein_coding	-1
ENSG00000181333	HEPHL1	q21	11	93754527	93846917	protein_coding	1
ENSG00000178732	GP5	q29	3	194115550	194119995	protein_coding	-1
ENSG00000196365	LONP1	p13.3	19	5691845	5720583	protein_coding	-1
ENSG00000261796	ISY1-RAB43	q21.3	3	128806418	128879879	protein_coding	-1
ENSG00000139946	PELI2	q22.3	14	56584532	56768244	protein_coding	1
ENSG00000110218	PANX1	q21	11	93862094	93915138	protein_coding	1
ENSG00000135175	OCM2	q21.3	7	97613996	97620481	protein_coding	-1
ENSG00000067829	IDH3G	q28	X	153051221	153059978	protein_coding	-1
ENSG00000124232	RBPJL	q13.12	20	43935491	43945803	protein_coding	1
ENSG00000183560	FOLR4	q21	11	94038759	94040887	protein_coding	1
ENSG00000070444	MNT	p13.3	17	2287354	2304412	protein_coding	-1
ENSG00000240682	ISY1	q21.3	3	128846258	128880136	protein_coding	-1
ENSG00000123901	GPR83	q21	11	94110477	94134585	protein_coding	-1
ENSG00000124145	SDC4	q13.12	20	43953928	43977064	protein_coding	-1
ENSG00000164715	LMTK2	q21.3	7	97736197	97838945	protein_coding	1
ENSG00000184986	TMEM121	q32.33	14	105992940	105996539	protein_coding	1
ENSG00000123364	HOXC13	q13.13	12	54332535	54340328	protein_coding	1
ENSG00000004779	NDUFAB1	p12.2	16	23592323	23607677	protein_coding	-1
ENSG00000204070	SYS1	q13.12	20	43990577	44005438	protein_coding	1
ENSG00000198074	AKR1B10	q33	7	134212344	134226160	protein_coding	1
ENSG00000169554	ZEB2	q22.3	2	145141648	145282147	protein_coding	-1
ENSG00000070269	TMEM260	q22.3	14	56955072	57117324	protein_coding	1
ENSG00000127804	METTL16	p13.3	17	2308856	2415185	protein_coding	-1
ENSG00000123407	HOXC12	q13.13	12	54348618	54352740	protein_coding	1
ENSG00000005483	KMT2E	q22.3	7	104654626	104754808	protein_coding	1
ENSG00000133657	ATP13A3	q29	3	194123401	194219093	protein_coding	-1
ENSG00000009307	CSDE1	p13.2	1	115259534	115301297	protein_coding	-1
ENSG00000123388	HOXC11	q13.13	12	54366910	54371427	protein_coding	1
ENSG00000198400	NTRK1	q23.1	1	156785432	156851642	protein_coding	1
ENSG00000083093	PALB2	p12.2	16	23614488	23652631	protein_coding	-1
ENSG00000180535	BHLHA15	q21.3	7	97840739	97842291	protein_coding	1
ENSG00000167483	FAM129C	p13.11	19	17634110	17664648	protein_coding	1
ENSG00000180818	HOXC10	q13.13	12	54378849	54384063	protein_coding	1
ENSG00000020922	MRE11A	q21	11	94152895	94227074	protein_coding	-1
ENSG00000227471	AKR1B15	q33	7	134233888	134264627	protein_coding	1
ENSG00000166847	DCTN5	p12.2	16	23652713	23681195	protein_coding	1
ENSG00000178057	NDUFAF3	p21.31	3	49057892	49060928	protein_coding	1
ENSG00000185033	SEMA4B	q26.1	15	90703836	90772911	protein_coding	1
ENSG00000100968	NFATC4	q12	14	24834879	24848810	protein_coding	1
ENSG00000205356	TECPR1	q21.3	7	97843936	97881563	protein_coding	-1
ENSG00000174898	CATSPERD	p13.3	19	5720688	5778745	protein_coding	1
ENSG00000168876	ANKRD49	q21	11	94226795	94232749	protein_coding	1
ENSG00000130309	COLGALT1	p13.11	19	17666403	17693971	protein_coding	1
ENSG00000129315	CCNT1	q13.12	12	49082247	49110681	protein_coding	-1
ENSG00000106638	TBL2	q11.23	7	72983262	72993121	protein_coding	-1
ENSG00000254806	SYS1-DBNDD2	q13.12	20	43991840	44039250	protein_coding	1
ENSG00000166851	PLK1	p12.2	16	23688977	23701688	protein_coding	1
ENSG00000123219	CENPK	q12.3	5	64813593	64858998	protein_coding	-1
ENSG00000052723	SIKE1	p13.2	1	115312100	115323306	protein_coding	-1
ENSG00000124251	TP53TG5	q13.12	20	44002526	44036529	protein_coding	-1
ENSG00000119608	PROX2	q24.3	14	75319736	75330537	protein_coding	-1
ENSG00000066455	GOLGA5	q32.12	14	93260576	93306308	protein_coding	1
ENSG00000027644	INSRR	q23.1	1	156809855	156828810	protein_coding	-1
ENSG00000140939	NOL3	q22.1	16	67204057	67209643	protein_coding	1
ENSG00000134627	PIWIL4	q21	11	94277006	94354587	protein_coding	1
ENSG00000184988	TMEM106A	q21.31	17	41363854	41372061	protein_coding	1
ENSG00000212123	PRR22	p13.3	19	5782971	5784776	protein_coding	-1
ENSG00000257987	LINC00935	q13.12	12	49121218	49159569	protein_coding	1
ENSG00000138777	PPA2	q24	4	106290234	106395238	protein_coding	-1
ENSG00000178035	IMPDH2	p21.31	3	49061758	49066841	protein_coding	-1
ENSG00000244274	DBNDD2	q13.12	20	44034697	44039250	protein_coding	1
ENSG00000196371	FUT4	q21	11	94277017	94283063	protein_coding	1
ENSG00000239697	TNFSF12	p13.1	17	7452208	7464925	protein_coding	1
ENSG00000141543	EIF4A3	q25.3	17	78109013	78120982	protein_coding	-1
ENSG00000196123	KIAA0895L	q22.1	16	67209505	67217943	protein_coding	-1
ENSG00000177731	FLII	p11.2	17	18148150	18162230	protein_coding	-1
ENSG00000185043	CIB1	q26.1	15	90773207	90777279	protein_coding	-1
ENSG00000141994	DUS3L	p13.3	19	5784843	5791249	protein_coding	-1
ENSG00000166025	AMOTL1	q21	11	94439597	94609918	protein_coding	1
ENSG00000198218	QRICH1	p21.31	3	49067140	49131796	protein_coding	-1
ENSG00000106355	LSM5	p14.3	7	32524951	32534895	protein_coding	-1
ENSG00000198765	SYCP1	p13.2	1	115397424	115537991	protein_coding	1
ENSG00000174233	ADCY6	q13.12	12	49159975	49182820	protein_coding	-1
ENSG00000118307	CASC1	p12.1	12	25261354	25348096	protein_coding	-1
ENSG00000187800	PEAR1	q23.1	1	156863490	156886226	protein_coding	1
ENSG00000131773	KHDRBS3	q24.23	8	136469700	136668965	protein_coding	1
ENSG00000163515	RETNLB	q13.13	3	108462271	108476231	protein_coding	-1
ENSG00000134398	ERN2	p12.2	16	23701647	23724821	protein_coding	-1
ENSG00000163519	TRAT1	q13.13	3	108541545	108573852	protein_coding	1
ENSG00000124155	PIGT	q13.12	20	44044717	44054884	protein_coding	1
ENSG00000127463	EMC1	p36.13	1	19542158	19578046	protein_coding	-1
ENSG00000141527	CARD14	q25.3	17	78143791	78183130	protein_coding	1
ENSG00000197757	HOXC6	q13.13	12	54384408	54424607	protein_coding	1
ENSG00000134200	TSHB	p13.2	1	115572415	115576941	protein_coding	1
ENSG00000166869	CHP2	p12.2	16	23765948	23770272	protein_coding	1
ENSG00000100604	CHGA	q32.12	14	93389425	93401638	protein_coding	1
ENSG00000171119	NRTN	p13.3	19	5823813	5828335	protein_coding	1
ENSG00000147724	FAM135B	q24.23	8	139142266	139509065	protein_coding	-1
ENSG00000115239	GPR75-ASB3	p16.2	2	53759810	54087170	protein_coding	-1
ENSG00000134198	TSPAN2	p13.2	1	115590632	115632121	protein_coding	-1
ENSG00000169714	CNBP	q21.3	3	128888327	128902765	protein_coding	-1
ENSG00000007168	PAFAH1B1	p13.3	17	2496504	2588909	protein_coding	1
ENSG00000130477	UNC13A	p13.11	19	17712137	17799401	protein_coding	-1
ENSG00000186280	KDM4D	q21	11	94706845	94732682	protein_coding	1
ENSG00000183208	GDPGP1	q26.1	15	90777040	90785315	protein_coding	1
ENSG00000235268	KDM4E	q21	11	94758422	94760760	protein_coding	1
ENSG00000134259	NGF	p13.2	1	115828539	115880857	protein_coding	-1
ENSG00000009950	MLXIPL	q11.23	7	73007524	73038873	protein_coding	-1
ENSG00000149218	ENDOD1	q21	11	94822974	94865809	protein_coding	1
ENSG00000166501	PRKCB	p12.2	16	23847322	24231932	protein_coding	1
ENSG00000213471	TTLL13	q26.1	15	90792762	90808199	protein_coding	1
ENSG00000172331	BPGM	q33	7	134331560	134364565	protein_coding	1
ENSG00000180879	SSR4	q28	X	153058971	153063960	protein_coding	1
ENSG00000182768	NGRN	q26.1	15	90808891	90816463	protein_coding	1
ENSG00000149212	SESN3	q21	11	94898704	94965705	protein_coding	-1
ENSG00000113593	PPWD1	q12.3	5	64859063	64883376	protein_coding	1
ENSG00000238244	GABARAPL3	q26.1	15	90890819	90892669	protein_coding	-1
ENSG00000173218	VANGL1	p13.1	1	116184574	116240845	protein_coding	1
ENSG00000160838	LRRC71	q23.1	1	156890442	156902886	protein_coding	1
ENSG00000196391	ZNF774	q26.1	15	90895477	90909324	protein_coding	1
ENSG00000180806	HOXC9	q13.13	12	54388679	54397121	protein_coding	1
ENSG00000179044	EXOC3L1	q22.1	16	67218269	67224107	protein_coding	-1
ENSG00000119689	DLST	q24.3	14	75348594	75370448	protein_coding	1
ENSG00000156413	FUT6	p13.3	19	5830621	5839742	protein_coding	-1
ENSG00000165588	OTX2	q22.3	14	57267425	57277197	protein_coding	-1
ENSG00000067840	PDZD4	q28	X	153067621	153096020	protein_coding	-1
ENSG00000138472	GUCA1C	q13.13	3	108626639	108672742	protein_coding	-1
ENSG00000118729	CASQ2	p13.1	1	116242628	116311402	protein_coding	-1
ENSG00000077458	FAM76B	q21	11	95502106	95523573	protein_coding	-1
ENSG00000248871	TNFSF12-TNFSF13	p13.1	17	7452416	7464918	protein_coding	1
ENSG00000185267	CDNF	p13	10	14861249	14880574	protein_coding	-1
ENSG00000171124	FUT3	p13.3	19	5842899	5851485	protein_coding	-1
ENSG00000205250	E2F4	q22.1	16	67226072	67232821	protein_coding	1
ENSG00000140575	IQGAP1	q26.1	15	90931450	91045475	protein_coding	1
ENSG00000164713	BRI3	q21.3	7	97881691	97937162	protein_coding	1
ENSG00000177551	NHLH2	p13.1	1	116378998	116386538	protein_coding	-1
ENSG00000130383	FUT5	p13.3	19	5865837	5903798	protein_coding	-1
ENSG00000175906	ARL4D	q21.31	17	41476327	41478505	protein_coding	1
ENSG00000053372	MRTO4	p36.13	1	19578033	19586622	protein_coding	1
ENSG00000006116	CACNG3	p12.1	16	24266874	24374122	protein_coding	1
ENSG00000161955	TNFSF13	p13.1	17	7461609	7464925	protein_coding	1
ENSG00000107554	DNMBP	q24.2	10	101635334	101769676	protein_coding	-1
ENSG00000163393	SLC22A15	p13.1	1	116519119	116612675	protein_coding	1
ENSG00000169436	COL22A1	q24.3	8	139600478	139926249	protein_coding	-1
ENSG00000173212	MAB21L3	p13.1	1	116654376	116677861	protein_coding	1
ENSG00000130479	MAP1S	p13.11	19	17830051	17845325	protein_coding	1
ENSG00000187522	HSPA14	p13	10	14880163	14913740	protein_coding	1
ENSG00000101443	WFDC2	q13.12	20	44098346	44110172	protein_coding	1
ENSG00000122786	CALD1	q33	7	134429003	134655479	protein_coding	1
ENSG00000166037	CEP57	q21	11	95523129	95565857	protein_coding	1
ENSG00000101446	SPINT3	q13.12	20	44141101	44144264	protein_coding	-1
ENSG00000243543	WFDC6	q13.12	20	44162835	44168134	protein_coding	-1
ENSG00000121989	ACVR2A	q22.3	2	148602086	148688393	protein_coding	1
ENSG00000132361	CLUH	p13.3	17	2592680	2615957	protein_coding	-1
ENSG00000111642	CHD4	p13.31	12	6679249	6716642	protein_coding	-1
ENSG00000167535	CACNB3	q13.12	12	49207577	49222724	protein_coding	1
ENSG00000101448	EPPIN	q13.12	20	44165625	44176391	protein_coding	-1
ENSG00000122257	RBBP6	p12.1	16	24549014	24584184	protein_coding	1
ENSG00000162482	AKR7A3	p36.13	1	19609052	19615744	protein_coding	-1
ENSG00000163399	ATP1A1	p13.1	1	116915290	116952883	protein_coding	1
ENSG00000102890	ELMO3	q22.1	16	67233014	67237932	protein_coding	1
ENSG00000037965	HOXC8	q13.13	12	54402832	54407570	protein_coding	1
ENSG00000006453	BAIAP2L1	q22.1	7	97920963	98030380	protein_coding	-1
ENSG00000053371	AKR7A2	p36.13	1	19630459	19638640	protein_coding	-1
ENSG00000198353	HOXC4	q13.13	12	54410715	54449813	protein_coding	1
ENSG00000174886	NDUFA11	p13.3	19	5891287	5904017	protein_coding	-1
ENSG00000172789	HOXC5	q13.13	12	54426637	54429142	protein_coding	1
ENSG00000114487	MORC1	q13.13	3	108677086	108836989	protein_coding	-1
ENSG00000187650	VMAC	p13.3	19	5904869	5910864	protein_coding	1
ENSG00000105519	CAPS	p13.3	19	5911718	5915888	protein_coding	1
ENSG00000183873	SCN5A	p22.2	3	38589548	38691164	protein_coding	-1
ENSG00000132694	ARHGEF11	q23.1	1	156904632	157015162	protein_coding	-1
ENSG00000116815	CD58	p13.1	1	117057157	117113661	protein_coding	-1
ENSG00000115947	ORC4	q23.1	2	148687968	148779147	protein_coding	-1
ENSG00000198208	RPS6KL1	q24.3	14	75370657	75390099	protein_coding	-1
ENSG00000123415	SMUG1	q13.13	12	54558529	54582778	protein_coding	-1
ENSG00000087053	MTMR2	q21	11	95566046	95658479	protein_coding	-1
ENSG00000100605	ITPK1	q32.12	14	93403259	93582665	protein_coding	-1
ENSG00000067596	DHX8	q21.31	17	41561233	41621831	protein_coding	1
ENSG00000198910	L1CAM	q28	X	153126969	153174677	protein_coding	-1
ENSG00000172053	QARS	p21.31	3	49133365	49142553	protein_coding	-1
ENSG00000106236	NPTX2	q22.1	7	98246609	98259180	protein_coding	1
ENSG00000143061	IGSF3	p13.1	1	117117031	117210375	protein_coding	-1
ENSG00000120054	CPN1	q24.2	10	101801950	101841634	protein_coding	-1
ENSG00000181789	COPG1	q21.3	3	128968449	128996614	protein_coding	1
ENSG00000161956	SENP3	p13.1	17	7465192	7475287	protein_coding	1
ENSG00000205707	LYRM5	p12.1	12	25348150	25362579	protein_coding	1
ENSG00000040487	PQLC2	p36.13	1	19638820	19655794	protein_coding	1
ENSG00000203864	C1orf137	p13.1	1	117236734	117249225	protein_coding	1
ENSG00000105778	AVL9	p14.3	7	32535038	33078516	protein_coding	1
ENSG00000163530	DPPA2	q13.13	3	109012635	109035364	protein_coding	-1
ENSG00000116824	CD2	p13.1	1	117297007	117311850	protein_coding	1
ENSG00000253831	ETV3L	q23.1	1	157061836	157069600	protein_coding	-1
ENSG00000166448	TMEM130	q22.1	7	98444111	98468394	protein_coding	-1
ENSG00000121570	DPPA4	q13.13	3	109044988	109056419	protein_coding	-1
ENSG00000031823	RANBP3	p13.3	19	5916150	5978153	protein_coding	-1
ENSG00000170852	KBTBD2	p14.3	7	32907784	32933743	protein_coding	-1
ENSG00000181523	SGSH	q25.3	17	78180515	78194722	protein_coding	-1
ENSG00000236699	ARHGEF38	q24	4	106473777	106629250	protein_coding	1
ENSG00000134247	PTGFRN	p13.1	1	117452679	117532980	protein_coding	1
ENSG00000094916	CBX5	q13.13	12	54624724	54673886	protein_coding	-1
ENSG00000133703	KRAS	p12.1	12	25357723	25403870	protein_coding	-1
ENSG00000117036	ETV3	q23.1	1	157090983	157108266	protein_coding	-1
ENSG00000077549	CAPZB	p36.13	1	19665267	19812066	protein_coding	-1
ENSG00000070367	EXOC5	q22.3	14	57670518	57735726	protein_coding	-1
ENSG00000135250	SRPK2	q22.3	7	104751151	105039755	protein_coding	-1
ENSG00000122642	FKBP9	p14.3	7	32997017	33046543	protein_coding	1
ENSG00000152936	IFLTD1	p12.1	12	25562241	25801513	protein_coding	-1
ENSG00000134256	CD101	p13.1	1	117544382	117579167	protein_coding	1
ENSG00000184384	MAML2	q21	11	95709762	96076344	protein_coding	-1
ENSG00000176428	VPS37D	q11.23	7	73082155	73086442	protein_coding	1
ENSG00000165943	MOAP1	q32.12	14	93648541	93651273	protein_coding	-1
ENSG00000113595	TRIM23	q12.3	5	64885507	64921802	protein_coding	-1
ENSG00000153485	TMEM251	q32.12	14	93651296	93653434	protein_coding	1
ENSG00000149231	CCDC82	q21	11	96085933	96123087	protein_coding	-1
ENSG00000119630	PGF	q24.3	14	75408537	75422487	protein_coding	-1
ENSG00000053770	AP5M1	q22.3	14	57735627	57756797	protein_coding	1
ENSG00000176410	DNAJC30	q11.23	7	73095299	73097783	protein_coding	-1
ENSG00000183340	JRKL	q21	11	96123153	96240738	protein_coding	1
ENSG00000213760	ATP6V1G2	p21.33	6	31512239	31516204	protein_coding	-1
ENSG00000116830	TTF2	p13.1	1	117602925	117650075	protein_coding	1
ENSG00000122643	NT5C3A	p14.3	7	33053742	33102409	protein_coding	-1
ENSG00000090905	TNRC6A	p12.1	16	24741016	24838953	protein_coding	1
ENSG00000130475	FCHO1	p13.11	19	17858527	17899377	protein_coding	1
ENSG00000138785	INTS12	q24	4	106603784	106817143	protein_coding	-1
ENSG00000107566	ERLIN1	q24.31	10	101909851	101948091	protein_coding	-1
ENSG00000145014	TMEM44	q29	3	194308402	194354418	protein_coding	-1
ENSG00000149972	CNTN5	q22.1	11	98891683	100229616	protein_coding	1
ENSG00000071462	WBSCR22	q11.23	7	73097355	73119491	protein_coding	1
ENSG00000204498	NFKBIL1	p21.33	6	31514647	31526606	protein_coding	1
ENSG00000185313	SCN10A	p22.2	3	38738293	38835501	protein_coding	-1
ENSG00000134253	TRIM45	p13.1	1	117653682	117665209	protein_coding	-1
ENSG00000138780	GSTCD	q24	4	106629935	106768885	protein_coding	1
ENSG00000173436	MINOS1	p36.13	1	19923477	19956314	protein_coding	1
ENSG00000213341	CHUK	q24.31	10	101948055	101989376	protein_coding	-1
ENSG00000169427	KCNK9	q24.3	8	140613081	140715299	protein_coding	-1
ENSG00000270136	MINOS1-NBL1	p36.13	1	19923473	19984549	protein_coding	1
ENSG00000143297	FCRL5	q23.1	1	157483167	157522310	protein_coding	-1
ENSG00000139977	NAA30	q22.3	14	57857262	57882635	protein_coding	1
ENSG00000125122	LRRC29	q22.1	16	67241042	67260951	protein_coding	-1
ENSG00000134258	VTCN1	p13.1	1	117686209	117753556	protein_coding	-1
ENSG00000184574	LPAR5	p13.31	12	6728001	6745613	protein_coding	-1
ENSG00000196367	TRRAP	q22.1	7	98475556	98610866	protein_coding	1
ENSG00000161960	EIF4A1	p13.1	17	7476024	7482323	protein_coding	1
ENSG00000168701	TMEM208	q22.1	16	67261006	67263181	protein_coding	1
ENSG00000165895	ARHGAP42	q22.1	11	100558384	100862668	protein_coding	1
ENSG00000158865	SLC5A11	p12.1	16	24857162	24922949	protein_coding	1
ENSG00000100557	C14orf105	q22.3	14	57936019	57960585	protein_coding	-1
ENSG00000168356	SCN11A	p22.2	3	38887260	38992052	protein_coding	-1
ENSG00000198162	MAN1A2	p12	1	117910071	118071494	protein_coding	1
ENSG00000167632	TRAPPC9	q24.3	8	140742586	141468678	protein_coding	-1
ENSG00000135723	FHOD1	q22.1	16	67263290	67281561	protein_coding	-1
ENSG00000235162	C12orf75	q23.3	12	105629068	105789875	protein_coding	1
ENSG00000158747	NBL1	p36.13	1	19967048	19984945	protein_coding	1
ENSG00000113597	TRAPPC13	q12.3	5	64920543	64962060	protein_coding	1
ENSG00000183508	FAM46C	p12	1	118148556	118170994	protein_coding	1
ENSG00000164610	RP9	p14.3	7	33134409	33149013	protein_coding	-1
ENSG00000111644	ACRBP	p13.31	12	6747241	6756626	protein_coding	-1
ENSG00000158748	HTR6	p36.13	1	19991780	20006055	protein_coding	1
ENSG00000170647	TMEM133	q22.1	11	100862811	100864663	protein_coding	1
ENSG00000205978	NYNRIN	q12	14	24867992	24888494	protein_coding	1
ENSG00000196505	GDAP2	p12	1	118406107	118472253	protein_coding	-1
ENSG00000135740	SLC9A5	q22.1	16	67271586	67306093	protein_coding	1
ENSG00000162542	TMCO4	p36.13	1	20008706	20126438	protein_coding	-1
ENSG00000151812	SLC35F4	q23.1	14	58030640	58448912	protein_coding	-1
ENSG00000132359	RAP1GAP2	p13.3	17	2680350	2941033	protein_coding	1
ENSG00000087903	RFX2	p13.3	19	5993175	6199583	protein_coding	-1
ENSG00000163518	FCRL4	q23.1	1	157543539	157567870	protein_coding	-1
ENSG00000074590	NUAK1	q23.3	12	106457118	106533811	protein_coding	-1
ENSG00000226979	LTA	p21.33	6	31539831	31542101	protein_coding	1
ENSG00000174243	DDX23	q13.12	12	49223547	49246625	protein_coding	-1
ENSG00000143942	CHAC2	p16.2	2	53994929	54002333	protein_coding	1
ENSG00000168743	NPNT	q24	4	106815932	106925184	protein_coding	1
ENSG00000065183	WDR3	p12	1	118472343	118509165	protein_coding	1
ENSG00000170270	C14orf142	q32.12	14	93669239	93673439	protein_coding	-1
ENSG00000082175	PGR	q22.1	11	100900355	101001255	protein_coding	-1
ENSG00000163687	DNASE1L3	p14.3	3	58177984	58200424	protein_coding	-1
ENSG00000178828	RNF186	p36.13	1	20140523	20141771	protein_coding	-1
ENSG00000111653	ING4	p13.31	12	6759446	6772314	protein_coding	-1
ENSG00000169914	OTUD3	p36.13	1	20209006	20239438	protein_coding	1
ENSG00000012963	UBR7	q32.12	14	93673401	93695561	protein_coding	1
ENSG00000163686	ABHD6	p14.3	3	58223233	58281420	protein_coding	1
ENSG00000196155	PLEKHG4	q22.1	16	67311413	67323402	protein_coding	1
ENSG00000126895	AVPR2	q28	X	153167985	153172620	protein_coding	1
ENSG00000250733	C8orf17	q24.3	8	140943416	140946190	protein_coding	1
ENSG00000122507	BBS9	p14.3	7	33168856	33645680	protein_coding	1
ENSG00000140750	ARHGAP17	p12.1	16	24930706	25026987	protein_coding	-1
ENSG00000181045	SLC26A11	q25.3	17	78193498	78227299	protein_coding	1
ENSG00000104472	CHRAC1	q24.3	8	141521397	141527236	protein_coding	1
ENSG00000137672	TRPC6	q22.1	11	101322295	101743293	protein_coding	-1
ENSG00000177707	PVRL3	q13.13	3	110788918	110994410	protein_coding	1
ENSG00000123094	RASSF8	p12.1	12	26111962	26232825	protein_coding	1
ENSG00000155761	SPAG17	p12	1	118496484	118727846	protein_coding	-1
ENSG00000068912	ERLEC1	p16.2	2	54014181	54045956	protein_coding	1
ENSG00000188784	PLA2G2E	p36.13	1	20246502	20250110	protein_coding	-1
ENSG00000119718	EIF2B2	q24.3	14	75469614	75476292	protein_coding	1
ENSG00000188257	PLA2G2A	p36.13	1	20301925	20306932	protein_coding	-1
ENSG00000179913	B3GNT3	p13.11	19	17905637	17923891	protein_coding	1
ENSG00000139899	CBLN3	q12	14	24895738	24900160	protein_coding	-1
ENSG00000091127	PUS7	q22.3	7	105080108	105162714	protein_coding	-1
ENSG00000248099	INSL3	p13.11	19	17927321	17932383	protein_coding	-1
ENSG00000127472	PLA2G5	p36.13	1	20354672	20417683	protein_coding	1
ENSG00000232810	TNF	p21.33	6	31543344	31546113	protein_coding	1
ENSG00000163684	RPP14	p14.3	3	58291974	58310422	protein_coding	1
ENSG00000117215	PLA2G2D	p36.12	1	20438432	20446050	protein_coding	-1
ENSG00000100441	KHNYN	q12	14	24898492	24910540	protein_coding	1
ENSG00000187151	ANGPTL5	q22.1	11	101761405	101787253	protein_coding	-1
ENSG00000158786	PLA2G2F	p36.12	1	20465819	20476879	protein_coding	1
ENSG00000187980	PLA2G2C	p36.12	1	20487746	20503917	protein_coding	-1
ENSG00000105639	JAK3	p13.11	19	17935589	17958880	protein_coding	-1
ENSG00000153283	CD96	q13.13	3	111011566	111384597	protein_coding	1
ENSG00000092607	TBX15	p12	1	119425669	119532179	protein_coding	-1
ENSG00000204406	MBD5	q23.1	2	148778580	149275805	protein_coding	1
ENSG00000089820	ARHGAP4	q28	X	153172821	153200452	protein_coding	-1
ENSG00000110318	KIAA1377	q22.1	11	101785746	101871789	protein_coding	1
ENSG00000172602	RND1	q13.12	12	49250928	49259681	protein_coding	-1
ENSG00000116874	WARS2	p12	1	119573839	119683294	protein_coding	-1
ENSG00000162543	UBXN10	p36.12	1	20512578	20522541	protein_coding	1
ENSG00000114742	WDR48	p22.2	3	39093489	39138155	protein_coding	1
ENSG00000160856	FCRL3	q23.1	1	157644111	157670647	protein_coding	-1
ENSG00000105640	RPL18A	p13.11	19	17970685	17974962	protein_coding	1
ENSG00000095485	CWF19L1	q24.31	10	101992055	102027437	protein_coding	-1
ENSG00000011114	BTBD7	q32.12	14	93703896	93799438	protein_coding	-1
ENSG00000116882	HAO2	p12	1	119911402	119936753	protein_coding	1
ENSG00000168676	KCTD19	q22.1	16	67323331	67360666	protein_coding	-1
ENSG00000227507	LTB	p21.33	6	31548302	31550299	protein_coding	-1
ENSG00000158816	VWA5B1	p36.12	1	20617412	20681387	protein_coding	1
ENSG00000172046	USP19	p21.31	3	49145479	49158371	protein_coding	-1
ENSG00000203859	HSD3B2	p12	1	119957554	119965658	protein_coding	1
ENSG00000135249	RINT1	q22.3	7	105172532	105208124	protein_coding	1
ENSG00000105641	SLC5A5	p13.11	19	17982782	18005983	protein_coding	1
ENSG00000175832	ETV4	q21.31	17	41605212	41656988	protein_coding	-1
ENSG00000119684	MLH3	q24.3	14	75480467	75518235	protein_coding	-1
ENSG00000100445	SDR39U1	q12	14	24908972	24912111	protein_coding	-1
ENSG00000007080	CCDC124	p13.11	19	18043825	18054800	protein_coding	1
ENSG00000137691	C11orf70	q22.1	11	101918174	101955291	protein_coding	1
ENSG00000105642	KCNN1	p13.11	19	18062102	18110889	protein_coding	1
ENSG00000139537	CCDC65	q13.12	12	49297893	49325623	protein_coding	1
ENSG00000203857	HSD3B1	p12	1	120049821	120057681	protein_coding	1
ENSG00000123095	BHLHE41	p12.1	12	26272959	26278060	protein_coding	-1
ENSG00000162545	CAMK2N1	p36.12	1	20808884	20812713	protein_coding	-1
ENSG00000092009	CMA1	q12	14	24974559	24977471	protein_coding	-1
ENSG00000262628	OR1D5	p13.3	17	2965963	2966901	protein_coding	-1
ENSG00000090432	MUL1	p36.12	1	20825943	20834654	protein_coding	-1
ENSG00000184166	OR1D2	p13.3	17	2995352	2996290	protein_coding	-1
ENSG00000183024	OR1G1	p13.3	17	3029878	3030875	protein_coding	-1
ENSG00000204482	LST1	p21.33	6	31553901	31556686	protein_coding	1
ENSG00000183114	FAM43B	p36.12	1	20878932	20881512	protein_coding	1
ENSG00000100448	CTSG	q12	14	25042728	25045466	protein_coding	-1
ENSG00000172150	OR1A2	p13.3	17	3100813	3101742	protein_coding	1
ENSG00000143067	ZNF697	p12	1	120162045	120190396	protein_coding	-1
ENSG00000130377	ACSBG2	p13.3	19	6135258	6193112	protein_coding	1
ENSG00000158825	CDA	p36.12	1	20915441	20945401	protein_coding	1
ENSG00000134285	FKBP11	q13.12	12	49315301	49320257	protein_coding	-1
ENSG00000172146	OR1A1	p13.3	17	3118915	3119844	protein_coding	1
ENSG00000139971	C14orf37	q23.1	14	58466453	58764857	protein_coding	-1
ENSG00000123096	SSPN	p12.1	12	26274924	26452223	protein_coding	1
